Date,High,Low,Open,Close,Volume,Adj Close
2017-07-31,510.8500061035156,493.375,495.95001220703125,505.6000061035156,19158248.0,444.2490234375
2017-08-01,508.5,499.17498779296875,505.5,502.7749938964844,7689398.0,441.7668762207031
2017-08-02,506.375,493.6000061035156,503.0,496.67498779296875,4257584.0,436.406982421875
2017-08-03,499.375,490.125,495.5,492.0,4640348.0,432.29931640625
2017-08-04,494.5,488.0249938964844,494.0,491.875,5349018.0,432.1894836425781
2017-08-07,491.875,482.8500061035156,491.75,484.125,6073744.0,425.3799133300781
2017-08-08,485.125,477.5249938964844,484.25,481.92498779296875,6004648.0,423.44683837890625
2017-08-09,486.95001220703125,482.2749938964844,483.82501220703125,484.67498779296875,3922410.0,425.8631896972656
2017-08-10,493.75,484.67498779296875,484.95001220703125,490.625,9140684.0,431.09112548828125
2017-08-11,498.5,484.79998779296875,488.0,493.8500061035156,6544156.0,433.9248046875
2017-08-14,494.6000061035156,488.57501220703125,494.0,490.7250061035156,3816470.0,431.17901611328125
2017-08-16,493.04998779296875,484.5,491.0,487.6000061035156,6178080.0,428.4332275390625
2017-08-17,514.625,499.0249938964844,502.5,510.42498779296875,25784260.0,448.4886169433594
2017-08-18,508.95001220703125,442.1000061035156,508.95001220703125,461.625,164404960.0,405.6101379394531
2017-08-21,462.0,435.0,462.0,436.70001220703125,90407176.0,383.7095947265625
2017-08-22,448.5249938964844,430.0,447.6000061035156,437.70001220703125,49242598.0,384.5882263183594
2017-08-23,451.8500061035156,436.95001220703125,440.0,446.3999938964844,61284190.0,392.2325134277344
2017-08-24,459.125,451.17498779296875,455.0,456.07501220703125,42380524.0,400.7336120605469
2017-08-28,476.9750061035156,469.0,471.9750061035156,470.5,40712108.0,413.40814208984375
2017-08-29,471.0,462.7749938964844,470.7250061035156,463.7250061035156,13369392.0,407.45526123046875
2017-08-30,469.5,462.04998779296875,468.6000061035156,463.32501220703125,16149664.0,407.1038513183594
2017-08-31,464.4750061035156,456.45001220703125,464.3999938964844,457.4750061035156,15022452.0,401.9637145996094
2017-09-01,462.95001220703125,455.0,457.9750061035156,459.9750061035156,8433922.0,404.16033935546875
2017-09-04,460.54998779296875,446.75,460.5,450.1000061035156,10177108.0,395.4835510253906
2017-09-05,452.5,448.625,451.0,450.95001220703125,9783392.0,396.23046875
2017-09-06,450.1499938964844,445.0,450.0,447.79998779296875,7735910.0,393.4626770019531
2017-09-07,450.25,446.17498779296875,450.0,447.875,6241192.0,393.528564453125
2017-09-08,449.5,441.04998779296875,449.5,442.1499938964844,8604542.0,388.498291015625
2017-09-11,445.8999938964844,436.82501220703125,445.20001220703125,439.3500061035156,13787642.0,386.0380554199219
2017-09-12,443.875,439.3999938964844,441.2749938964844,442.0249938964844,17241354.0,388.388427734375
2017-09-13,443.79998779296875,440.5,442.75,441.875,11478228.0,388.25665283203125
2017-09-14,448.29998779296875,440.79998779296875,442.25,446.20001220703125,13698006.0,392.0568542480469
2017-09-15,456.625,446.1000061035156,446.1499938964844,454.125,13459460.0,399.02020263671875
2017-09-18,458.875,453.1499938964844,455.0,454.54998779296875,8475860.0,399.39361572265625
2017-09-19,458.0,451.75,454.0,456.125,6033330.0,400.7774353027344
2017-09-20,458.5,453.7250061035156,458.5,456.3500061035156,5767830.0,400.9752197265625
2017-09-21,457.625,454.07501220703125,457.5,454.7749938964844,8204152.0,399.59130859375
2017-09-22,455.125,444.0,454.07501220703125,449.1499938964844,17604088.0,394.64886474609375
2017-09-25,450.9750061035156,444.54998779296875,450.5,447.67498779296875,9088700.0,393.3528137207031
2017-09-26,454.20001220703125,447.1499938964844,448.5,452.95001220703125,7366478.0,397.98779296875
2017-09-27,453.95001220703125,447.54998779296875,453.04998779296875,449.8999938964844,6000138.0,395.30780029296875
2017-09-28,451.95001220703125,447.1499938964844,448.04998779296875,448.0,17537266.0,393.638427734375
2017-09-29,451.20001220703125,447.5,449.0,449.95001220703125,5705832.0,395.3518371582031
2017-10-03,456.0,450.79998779296875,455.04998779296875,451.7749938964844,4947522.0,396.955322265625
2017-10-04,452.70001220703125,448.57501220703125,451.5,449.79998779296875,4991492.0,395.219970703125
2017-10-05,452.4750061035156,449.5,450.0,451.5249938964844,8611300.0,396.73565673828125
2017-10-06,461.0,451.9750061035156,452.0,460.07501220703125,8574308.0,404.24822998046875
2017-10-09,464.5,457.0,460.0,461.95001220703125,3504832.0,405.8957214355469
2017-10-10,469.9750061035156,464.7749938964844,469.9750061035156,467.7250061035156,7143220.0,410.9699401855469
2017-10-11,469.0,464.0,467.7250061035156,465.3500061035156,5982504.0,408.88311767578125
2017-10-12,467.17498779296875,459.7749938964844,465.0,463.6499938964844,10280972.0,407.389404296875
2017-10-13,466.75,463.7749938964844,466.3999938964844,465.04998779296875,7180728.0,408.6195068359375
2017-10-16,471.0,466.5,467.9750061035156,469.5,5758750.0,412.5295715332031
2017-10-17,468.3999938964844,464.75,468.3999938964844,465.25,5625102.0,408.7951965332031
2017-10-18,465.0,461.4750061035156,464.45001220703125,462.17498779296875,7231852.0,406.09332275390625
2017-10-19,466.0,462.6000061035156,465.0,463.4750061035156,1091434.0,407.2355651855469
2017-10-23,471.0,464.04998779296875,465.0,469.75,9154096.0,412.7491455078125
2017-10-24,473.32501220703125,460.79998779296875,473.0,463.25,14529328.0,407.0379638671875
2017-10-25,472.3500061035156,457.625,459.5,467.6499938964844,13984134.0,410.9040222167969
2017-10-26,475.8999938964844,470.04998779296875,471.0,473.67498779296875,33659258.0,416.1979064941406
2017-10-27,478.8500061035156,472.0,477.5,473.17498779296875,8524956.0,415.75860595703125
2017-10-30,477.32501220703125,470.5249938964844,477.32501220703125,472.04998779296875,12968326.0,414.7700500488281
2017-10-31,465.0,460.0,462.5,460.92498779296875,9954988.0,410.64959716796875
2017-11-01,464.70001220703125,461.6499938964844,462.5,463.5249938964844,5633134.0,412.9659729003906
2017-11-02,463.0,460.0,461.5249938964844,461.45001220703125,4686138.0,411.1173400878906
2017-11-03,464.95001220703125,458.4750061035156,458.5,463.32501220703125,3699086.0,412.787841796875
2017-11-06,467.5,461.32501220703125,461.57501220703125,464.3500061035156,5066534.0,413.7010498046875
2017-11-07,480.0,462.92498779296875,463.125,477.75,13442820.0,425.639404296875
2017-11-08,480.92498779296875,473.75,480.125,476.1499938964844,5369994.0,424.2138977050781
2017-11-09,481.5,474.125,476.5,477.25,4723232.0,425.1939697265625
2017-11-10,482.17498779296875,475.0,479.3999938964844,481.0249938964844,6589428.0,428.5571594238281
2017-11-13,484.70001220703125,474.67498779296875,481.0249938964844,475.9750061035156,5021216.0,424.0580139160156
2017-11-14,477.42498779296875,471.625,475.9750061035156,474.54998779296875,5733710.0,422.7884216308594
2017-11-15,476.75,472.25,472.57501220703125,475.8999938964844,7023516.0,423.9912109375
2017-11-16,497.95001220703125,474.25,475.8999938964844,494.20001220703125,15687502.0,440.2951354980469
2017-11-17,492.75,482.57501220703125,492.75,485.4750061035156,8057670.0,432.5218200683594
2017-11-20,485.5,478.625,484.5,480.2749938964844,5661190.0,427.88897705078125
2017-11-21,485.75,480.0249938964844,480.6499938964844,483.125,5364656.0,430.4281005859375
2017-11-22,485.5249938964844,481.6499938964844,483.29998779296875,483.1499938964844,6084920.0,430.45037841796875
2017-11-23,497.2250061035156,484.5,485.75,495.625,11894618.0,441.5646667480469
2017-11-24,509.6499938964844,495.1000061035156,495.45001220703125,504.7749938964844,18619912.0,449.7166442871094
2017-11-27,503.3500061035156,496.6499938964844,503.3500061035156,499.375,6017730.0,444.9056701660156
2017-11-28,499.95001220703125,490.6499938964844,497.20001220703125,492.3500061035156,4616868.0,438.64691162109375
2017-11-29,495.9750061035156,490.1499938964844,493.82501220703125,491.3500061035156,3838070.0,437.75604248046875
2017-11-30,494.7250061035156,484.17498779296875,494.7250061035156,488.04998779296875,17266944.0,434.8158874511719
2017-12-01,491.6000061035156,478.5249938964844,489.70001220703125,479.3999938964844,4085000.0,427.1094970703125
2017-12-04,498.3999938964844,484.2749938964844,490.0,492.67498779296875,17811606.0,438.93646240234375
2017-12-05,501.5,489.5,492.67498779296875,492.17498779296875,9976738.0,438.490966796875
2017-12-06,497.04998779296875,492.0,492.5,495.1499938964844,7490094.0,441.1414794921875
2017-12-07,501.45001220703125,492.79998779296875,494.5,499.8999938964844,7549544.0,445.37335205078125
2017-12-08,503.5,497.5,500.5,500.92498779296875,5983244.0,446.2865295410156
2017-12-11,503.45001220703125,496.9750061035156,497.4750061035156,502.6499938964844,5139098.0,447.82342529296875
2017-12-12,507.0,501.0,501.0,505.25,9320434.0,450.1398010253906
2017-12-13,509.5,498.82501220703125,505.45001220703125,501.875,5362398.0,447.13299560546875
2017-12-14,507.5,499.6499938964844,502.625,506.54998779296875,6023572.0,451.2979736328125
2017-12-15,513.2000122070312,505.92498779296875,506.5,511.45001220703125,10384134.0,455.66357421875
2017-12-18,515.3499755859375,502.8999938964844,505.95001220703125,508.29998779296875,4035448.0,452.85711669921875
2017-12-19,508.9750061035156,499.7749938964844,508.7250061035156,501.9750061035156,7118898.0,447.2220764160156
2017-12-20,509.29998779296875,500.5,502.54998779296875,507.92498779296875,4186326.0,452.5230712890625
2017-12-21,514.4749755859375,499.20001220703125,507.3999938964844,511.0249938964844,11059162.0,455.2848815917969
2017-12-22,522.4000244140625,508.0,508.0,519.6749877929688,12906940.0,462.99139404296875
2017-12-26,520.75,511.5,515.0,517.7999877929688,10808906.0,461.3208923339844
2017-12-27,519.5499877929688,513.7000122070312,514.0,517.125,6970172.0,460.7196044921875
2017-12-28,520.0,511.8999938964844,515.0,516.625,8433472.0,460.2741394042969
2017-12-29,524.4000244140625,515.0,515.0499877929688,521.0250244140625,6601768.0,464.1942443847656
